"state","year","population","pop_per100k"
"Alabama","1991",4099156,2439.53
"Alabama","1992",4154014,2407.31
"Alabama","1993",4214202,2372.93
"Alabama","1994",4260229,2347.29
"Alabama","1995",4296800,2327.31
"Alabama","1996",4331102,2308.88
"Alabama","1997",4367935,2289.41
"Alabama","1998",4404701,2270.3
"Alabama","1999",4430141,2257.26
"Alabama","2000",4452173,2246.09
"Alabama","2001",4467634,2238.32
"Alabama","2002",4480089,2232.1
"Alabama","2003",4503491,2220.5
"Alabama","2004",4530729,2207.15
"Alabama","2005",4569805,2188.28
"Alabama","2006",4628981,2160.3
"Alabama","2007",4672840,2140.03
"Alabama","2008",4718206,2119.45
"Alabama","2009",4757938,2101.75
"Alaska","1991",570193,17537.92
"Alaska","1992",588736,16985.54
"Alaska","1993",599432,16682.46
"Alaska","1994",603308,16575.28
"Alaska","1995",604412,16545.01
"Alaska","1996",608569,16431.99
"Alaska","1997",612968,16314.07
"Alaska","1998",619932,16130.8
"Alaska","1999",624779,16005.66
"Alaska","2000",627963,15924.51
"Alaska","2001",633714,15779.99
"Alaska","2002",642337,15568.15
"Alaska","2003",648414,15422.25
"Alaska","2004",659286,15167.92
"Alaska","2005",666946,14993.72
"Alaska","2006",675302,14808.19
"Alaska","2007",680300,14699.4
"Alaska","2008",687455,14546.41
"Alaska","2009",698895,14308.3
"Arizona","1991",3788576,2639.51
"Arizona","1992",3915740,2553.8
"Arizona","1993",4065440,2459.76
"Arizona","1994",4245089,2355.66
"Arizona","1995",4432499,2256.06
"Arizona","1996",4586940,2180.1
"Arizona","1997",4736990,2111.05
"Arizona","1998",4883342,2047.78
"Arizona","1999",5023823,1990.52
"Arizona","2000",5160586,1937.76
"Arizona","2001",5273477,1896.28
"Arizona","2002",5396255,1853.14
"Arizona","2003",5510364,1814.76
"Arizona","2004",5652404,1769.16
"Arizona","2005",5839077,1712.6
"Arizona","2006",6029141,1658.61
"Arizona","2007",6167681,1621.35
"Arizona","2008",6280362,1592.26
"Arizona","2009",6343154,1576.5
"Arkansas","1991",2383144,4196.14
"Arkansas","1992",2415984,4139.1
"Arkansas","1993",2456303,4071.16
"Arkansas","1994",2494019,4009.59
"Arkansas","1995",2535399,3944.15
"Arkansas","1996",2572109,3887.86
"Arkansas","1997",2601090,3844.54
"Arkansas","1998",2626289,3807.65
"Arkansas","1999",2651860,3770.94
"Arkansas","2000",2678588,3733.31
"Arkansas","2001",2691571,3715.3
"Arkansas","2002",2705927,3695.59
"Arkansas","2003",2724816,3669.97
"Arkansas","2004",2749686,3636.78
"Arkansas","2005",2781097,3595.7
"Arkansas","2006",2821761,3543.89
"Arkansas","2007",2848650,3510.43
"Arkansas","2008",2874554,3478.8
"Arkansas","2009",2896843,3452.03
"California","1991",30470736,328.18
"California","1992",30974659,322.84
"California","1993",31274928,319.74
"California","1994",31484435,317.62
"California","1995",31696582,315.49
"California","1996",32018834,312.32
"California","1997",32486010,307.82
"California","1998",32987675,303.14
"California","1999",33499204,298.51
"California","2000",33987977,294.22
"California","2001",34479458,290.03
"California","2002",34871843,286.76
"California","2003",35253159,283.66
"California","2004",35574576,281.1
"California","2005",35827943,279.11
"California","2006",36021202,277.61
"California","2007",36250311,275.86
"California","2008",36604337,273.19
"California","2009",36961229,270.55
"Colorado","1991",3387119,2952.36
"Colorado","1992",3495939,2860.46
"Colorado","1993",3613734,2767.22
"Colorado","1994",3724168,2685.16
"Colorado","1995",3826653,2613.25
"Colorado","1996",3919972,2551.04
"Colorado","1997",4018293,2488.62
"Colorado","1998",4116639,2429.17
"Colorado","1999",4226018,2366.29
"Colorado","2000",4326921,2311.11
"Colorado","2001",4425687,2259.54
"Colorado","2002",4490406,2226.97
"Colorado","2003",4528732,2208.12
"Colorado","2004",4575013,2185.79
"Colorado","2005",4631888,2158.95
"Colorado","2006",4720423,2118.45
"Colorado","2007",4803868,2081.66
"Colorado","2008",4889730,2045.1
"Colorado","2009",4972195,2011.18
"Connecticut","1991",3302895,3027.65
"Connecticut","1992",3300712,3029.65
"Connecticut","1993",3309175,3021.9
"Connecticut","1994",3316121,3015.57
"Connecticut","1995",3324144,3008.29
"Connecticut","1996",3336685,2996.99
"Connecticut","1997",3349348,2985.66
"Connecticut","1998",3365352,2971.46
"Connecticut","1999",3386401,2952.99
"Connecticut","2000",3411777,2931.02
"Connecticut","2001",3432835,2913.04
"Connecticut","2002",3458749,2891.22
"Connecticut","2003",3484336,2869.99
"Connecticut","2004",3496094,2860.33
"Connecticut","2005",3506956,2851.48
"Connecticut","2006",3517460,2842.96
"Connecticut","2007",3527270,2835.05
"Connecticut","2008",3545579,2820.41
"Connecticut","2009",3561807,2807.56
"Delaware","1991",683080,14639.57
"Delaware","1992",694925,14390.04
"Delaware","1993",706378,14156.73
"Delaware","1994",717545,13936.41
"Delaware","1995",729734,13703.62
"Delaware","1996",740977,13495.7
"Delaware","1997",751487,13306.95
"Delaware","1998",763335,13100.41
"Delaware","1999",774990,12903.39
"Delaware","2000",786373,12716.61
"Delaware","2001",795699,12567.57
"Delaware","2002",806169,12404.35
"Delaware","2003",818003,12224.89
"Delaware","2004",830803,12036.55
"Delaware","2005",845150,11832.22
"Delaware","2006",859268,11637.81
"Delaware","2007",871749,11471.19
"Delaware","2008",883874,11313.83
"Delaware","2009",891730,11214.16
"District of Columbia","1991",600870,16642.53
"District of Columbia","1992",597565,16734.58
"District of Columbia","1993",595301,16798.22
"District of Columbia","1994",589239,16971.04
"District of Columbia","1995",580517,17226.02
"District of Columbia","1996",572377,17471
"District of Columbia","1997",567736,17613.82
"District of Columbia","1998",565230,17691.91
"District of Columbia","1999",570213,17537.31
"District of Columbia","2000",572046,17481.11
"District of Columbia","2001",574504,17406.32
"District of Columbia","2002",573158,17447.2
"District of Columbia","2003",568502,17590.09
"District of Columbia","2004",567754,17613.26
"District of Columbia","2005",567136,17632.46
"District of Columbia","2006",570681,17522.92
"District of Columbia","2007",574404,17409.35
"District of Columbia","2008",580236,17234.37
"District of Columbia","2009",592228,16885.39
"Florida","1991",13369798,747.95
"Florida","1992",13650553,732.57
"Florida","1993",13927185,718.02
"Florida","1994",14239444,702.27
"Florida","1995",14537875,687.86
"Florida","1996",14853360,673.25
"Florida","1997",15186304,658.49
"Florida","1998",15486559,645.72
"Florida","1999",15759421,634.54
"Florida","2000",16047515,623.15
"Florida","2001",16356966,611.36
"Florida","2002",16689370,599.18
"Florida","2003",17004085,588.09
"Florida","2004",17415318,574.21
"Florida","2005",17842038,560.47
"Florida","2006",18166990,550.45
"Florida","2007",18367842,544.43
"Florida","2008",18527305,539.74
"Florida","2009",18652644,536.12
"Georgia","1991",6653005,1503.08
"Georgia","1992",6817203,1466.88
"Georgia","1993",6978240,1433.03
"Georgia","1994",7157165,1397.2
"Georgia","1995",7328413,1364.55
"Georgia","1996",7501069,1333.14
"Georgia","1997",7685099,1301.22
"Georgia","1998",7863536,1271.69
"Georgia","1999",8045965,1242.86
"Georgia","2000",8227303,1215.47
"Georgia","2001",8377038,1193.74
"Georgia","2002",8508256,1175.33
"Georgia","2003",8622793,1159.72
"Georgia","2004",8769252,1140.35
"Georgia","2005",8925922,1120.33
"Georgia","2006",9155813,1092.2
"Georgia","2007",9349988,1069.52
"Georgia","2008",9504843,1052.1
"Georgia","2009",9620846,1039.41
"Hawaii","1991",1136754,8796.98
"Hawaii","1992",1158613,8631.01
"Hawaii","1993",1172838,8526.33
"Hawaii","1994",1187536,8420.8
"Hawaii","1995",1196854,8355.24
"Hawaii","1996",1203755,8307.34
"Hawaii","1997",1211640,8253.28
"Hawaii","1998",1215233,8228.87
"Hawaii","1999",1210300,8262.41
"Hawaii","2000",1213519,8240.5
"Hawaii","2001",1225948,8156.95
"Hawaii","2002",1239613,8067.03
"Hawaii","2003",1251154,7992.62
"Hawaii","2004",1273569,7851.95
"Hawaii","2005",1292729,7735.57
"Hawaii","2006",1309731,7635.16
"Hawaii","2007",1315675,7600.66
"Hawaii","2008",1332213,7506.31
"Hawaii","2009",1346717,7425.47
"Idaho","1991",1041316,9603.23
"Idaho","1992",1071685,9331.1
"Idaho","1993",1108768,9019.02
"Idaho","1994",1145140,8732.56
"Idaho","1995",1177322,8493.85
"Idaho","1996",1203083,8311.98
"Idaho","1997",1228520,8139.88
"Idaho","1998",1252330,7985.12
"Idaho","1999",1275674,7838.99
"Idaho","2000",1299430,7695.68
"Idaho","2001",1319962,7575.98
"Idaho","2002",1340372,7460.62
"Idaho","2003",1363380,7334.71
"Idaho","2004",1391802,7184.93
"Idaho","2005",1428241,7001.62
"Idaho","2006",1468669,6808.89
"Idaho","2007",1505105,6644.05
"Idaho","2008",1534320,6517.55
"Idaho","2009",1554439,6433.19
"Illinois","1991",11568964,864.38
"Illinois","1992",11694184,855.13
"Illinois","1993",11809579,846.77
"Illinois","1994",11912585,839.45
"Illinois","1995",12008437,832.75
"Illinois","1996",12101997,826.31
"Illinois","1997",12185715,820.63
"Illinois","1998",12271847,814.87
"Illinois","1999",12359020,809.13
"Illinois","2000",12434161,804.24
"Illinois","2001",12488445,800.74
"Illinois","2002",12525556,798.37
"Illinois","2003",12556006,796.43
"Illinois","2004",12589773,794.3
"Illinois","2005",12609903,793.03
"Illinois","2006",12643955,790.89
"Illinois","2007",12695866,787.66
"Illinois","2008",12747038,784.5
"Illinois","2009",12796778,781.45
"Indiana","1991",5616388,1780.5
"Indiana","1992",5674547,1762.26
"Indiana","1993",5739019,1742.46
"Indiana","1994",5793526,1726.06
"Indiana","1995",5851459,1708.98
"Indiana","1996",5906013,1693.19
"Indiana","1997",5955267,1679.19
"Indiana","1998",5998880,1666.98
"Indiana","1999",6044969,1654.27
"Indiana","2000",6091866,1641.53
"Indiana","2001",6127760,1631.92
"Indiana","2002",6155967,1624.44
"Indiana","2003",6196638,1613.78
"Indiana","2004",6233007,1604.36
"Indiana","2005",6278616,1592.71
"Indiana","2006",6332669,1579.11
"Indiana","2007",6379599,1567.5
"Indiana","2008",6424806,1556.47
"Indiana","2009",6459325,1548.15
"Iowa","1991",2797613,3574.48
"Iowa","1992",2818401,3548.11
"Iowa","1993",2836972,3524.88
"Iowa","1994",2850746,3507.85
"Iowa","1995",2867373,3487.51
"Iowa","1996",2880000,3472.22
"Iowa","1997",2891119,3458.87
"Iowa","1998",2902872,3444.86
"Iowa","1999",2917634,3427.43
"Iowa","2000",2929067,3414.06
"Iowa","2001",2931997,3410.64
"Iowa","2002",2934234,3408.04
"Iowa","2003",2941999,3399.05
"Iowa","2004",2953635,3385.66
"Iowa","2005",2964454,3373.3
"Iowa","2006",2982644,3352.73
"Iowa","2007",2999212,3334.21
"Iowa","2008",3016734,3314.84
"Iowa","2009",3032870,3297.21
"Kansas","1991",2498722,4002.05
"Kansas","1992",2532394,3948.83
"Kansas","1993",2556547,3911.53
"Kansas","1994",2580513,3875.2
"Kansas","1995",2601007,3844.66
"Kansas","1996",2614554,3824.74
"Kansas","1997",2635292,3794.65
"Kansas","1998",2660598,3758.55
"Kansas","1999",2678338,3733.66
"Kansas","2000",2693681,3712.39
"Kansas","2001",2702162,3700.74
"Kansas","2002",2713535,3685.23
"Kansas","2003",2723004,3672.41
"Kansas","2004",2734373,3657.15
"Kansas","2005",2745299,3642.59
"Kansas","2006",2762931,3619.34
"Kansas","2007",2783785,3592.23
"Kansas","2008",2808076,3561.16
"Kansas","2009",2832704,3530.2
"Kentucky","1991",3722328,2686.49
"Kentucky","1992",3765469,2655.71
"Kentucky","1993",3812206,2623.15
"Kentucky","1994",3849088,2598.02
"Kentucky","1995",3887427,2572.4
"Kentucky","1996",3919535,2551.32
"Kentucky","1997",3952747,2529.89
"Kentucky","1998",3985390,2509.16
"Kentucky","1999",4018053,2488.77
"Kentucky","2000",4049021,2469.73
"Kentucky","2001",4068132,2458.13
"Kentucky","2002",4089875,2445.06
"Kentucky","2003",4117170,2428.85
"Kentucky","2004",4146101,2411.9
"Kentucky","2005",4182742,2390.78
"Kentucky","2006",4219239,2370.1
"Kentucky","2007",4256672,2349.25
"Kentucky","2008",4289878,2331.07
"Kentucky","2009",4317074,2316.38
"Louisiana","1991",4253279,2351.13
"Louisiana","1992",4293003,2329.37
"Louisiana","1993",4316428,2316.73
"Louisiana","1994",4347481,2300.18
"Louisiana","1995",4378779,2283.74
"Louisiana","1996",4398877,2273.31
"Louisiana","1997",4421071,2261.9
"Louisiana","1998",4440344,2252.08
"Louisiana","1999",4460811,2241.74
"Louisiana","2000",4471885,2236.19
"Louisiana","2001",4477875,2233.2
"Louisiana","2002",4497267,2223.57
"Louisiana","2003",4521042,2211.88
"Louisiana","2004",4552238,2196.72
"Louisiana","2005",4576628,2185.01
"Louisiana","2006",4302665,2324.14
"Louisiana","2007",4375581,2285.41
"Louisiana","2008",4435586,2254.49
"Louisiana","2009",4491648,2226.35
"Maine","1991",1237081,8083.55
"Maine","1992",1238508,8074.23
"Maine","1993",1242302,8049.57
"Maine","1994",1242662,8047.24
"Maine","1995",1243480,8041.95
"Maine","1996",1249060,8006.02
"Maine","1997",1254774,7969.56
"Maine","1998",1259127,7942.01
"Maine","1999",1266808,7893.86
"Maine","2000",1277072,7830.41
"Maine","2001",1285692,7777.91
"Maine","2002",1295960,7716.29
"Maine","2003",1306513,7653.96
"Maine","2004",1313688,7612.16
"Maine","2005",1318787,7582.73
"Maine","2006",1323619,7555.04
"Maine","2007",1327040,7535.57
"Maine","2008",1330509,7515.92
"Maine","2009",1329590,7521.12
"Maryland","1991",4867641,2054.38
"Maryland","1992",4923368,2031.13
"Maryland","1993",4971889,2011.31
"Maryland","1994",5023060,1990.82
"Maryland","1995",5070033,1972.37
"Maryland","1996",5111986,1956.19
"Maryland","1997",5157328,1938.99
"Maryland","1998",5204464,1921.43
"Maryland","1999",5254509,1903.13
"Maryland","2000",5311034,1882.87
"Maryland","2001",5374691,1860.57
"Maryland","2002",5440389,1838.1
"Maryland","2003",5496269,1819.42
"Maryland","2004",5546935,1802.8
"Maryland","2005",5592379,1788.15
"Maryland","2006",5627367,1777.03
"Maryland","2007",5653408,1768.84
"Maryland","2008",5684965,1759.03
"Maryland","2009",5730388,1745.08
"Massachusetts","1991",6018470,1661.55
"Massachusetts","1992",6028709,1658.73
"Massachusetts","1993",6060569,1650.01
"Massachusetts","1994",6095241,1640.62
"Massachusetts","1995",6141445,1628.28
"Massachusetts","1996",6179756,1618.19
"Massachusetts","1997",6226058,1606.15
"Massachusetts","1998",6271838,1594.43
"Massachusetts","1999",6317345,1582.94
"Massachusetts","2000",6361104,1572.05
"Massachusetts","2001",6397634,1563.08
"Massachusetts","2002",6417206,1558.31
"Massachusetts","2003",6422565,1557.01
"Massachusetts","2004",6412281,1559.51
"Massachusetts","2005",6403290,1561.7
"Massachusetts","2006",6410084,1560.04
"Massachusetts","2007",6431559,1554.83
"Massachusetts","2008",6468967,1545.84
"Massachusetts","2009",6517613,1534.3
"Michigan","1991",9400446,1063.78
"Michigan","1992",9479065,1054.96
"Michigan","1993",9540114,1048.21
"Michigan","1994",9597737,1041.91
"Michigan","1995",9676211,1033.46
"Michigan","1996",9758645,1024.73
"Michigan","1997",9809051,1019.47
"Michigan","1998",9847942,1015.44
"Michigan","1999",9897116,1010.4
"Michigan","2000",9952450,1004.78
"Michigan","2001",9991120,1000.89
"Michigan","2002",10015710,998.43
"Michigan","2003",10041152,995.9
"Michigan","2004",10055315,994.5
"Michigan","2005",10051137,994.91
"Michigan","2006",10036081,996.4
"Michigan","2007",10001284,999.87
"Michigan","2008",9946889,1005.34
"Michigan","2009",9901591,1009.94
"Minnesota","1991",4440859,2251.82
"Minnesota","1992",4495572,2224.41
"Minnesota","1993",4555954,2194.93
"Minnesota","1994",4610355,2169.03
"Minnesota","1995",4660180,2145.84
"Minnesota","1996",4712827,2121.87
"Minnesota","1997",4763390,2099.35
"Minnesota","1998",4813412,2077.53
"Minnesota","1999",4873481,2051.92
"Minnesota","2000",4933692,2026.88
"Minnesota","2001",4982796,2006.91
"Minnesota","2002",5018935,1992.45
"Minnesota","2003",5053572,1978.8
"Minnesota","2004",5087713,1965.52
"Minnesota","2005",5119598,1953.28
"Minnesota","2006",5163555,1936.65
"Minnesota","2007",5207203,1920.42
"Minnesota","2008",5247018,1905.84
"Minnesota","2009",5281203,1893.51
"Mississippi","1991",2598733,3848.03
"Mississippi","1992",2623734,3811.36
"Mississippi","1993",2655100,3766.34
"Mississippi","1994",2688992,3718.87
"Mississippi","1995",2722659,3672.88
"Mississippi","1996",2748085,3638.9
"Mississippi","1997",2777004,3601
"Mississippi","1998",2804834,3565.27
"Mississippi","1999",2828408,3535.56
"Mississippi","2000",2848353,3510.8
"Mississippi","2001",2852994,3505.09
"Mississippi","2002",2858681,3498.12
"Mississippi","2003",2868312,3486.37
"Mississippi","2004",2889010,3461.39
"Mississippi","2005",2905943,3441.22
"Mississippi","2006",2904978,3442.37
"Mississippi","2007",2928350,3414.89
"Mississippi","2008",2947806,3392.35
"Mississippi","2009",2958774,3379.78
"Missouri","1991",5170800,1933.94
"Missouri","1992",5217101,1916.77
"Missouri","1993",5271175,1897.11
"Missouri","1994",5324497,1878.11
"Missouri","1995",5378247,1859.34
"Missouri","1996",5431553,1841.09
"Missouri","1997",5481193,1824.42
"Missouri","1998",5521765,1811.02
"Missouri","1999",5561948,1797.93
"Missouri","2000",5607285,1783.39
"Missouri","2001",5641142,1772.69
"Missouri","2002",5674825,1762.17
"Missouri","2003",5709403,1751.5
"Missouri","2004",5747741,1739.81
"Missouri","2005",5790300,1727.03
"Missouri","2006",5842704,1711.54
"Missouri","2007",5887612,1698.48
"Missouri","2008",5923916,1688.07
"Missouri","2009",5961088,1677.55
"Montana","1991",809680,12350.56
"Montana","1992",825770,12109.91
"Montana","1993",844761,11837.67
"Montana","1994",861306,11610.28
"Montana","1995",876553,11408.32
"Montana","1996",886254,11283.45
"Montana","1997",889865,11237.66
"Montana","1998",892431,11205.35
"Montana","1999",897507,11141.97
"Montana","2000",903773,11064.73
"Montana","2001",906961,11025.83
"Montana","2002",911667,10968.92
"Montana","2003",919630,10873.94
"Montana","2004",930009,10752.58
"Montana","2005",940102,10637.14
"Montana","2006",952692,10496.57
"Montana","2007",964706,10365.85
"Montana","2008",976415,10241.55
"Montana","2009",983982,10162.79
"Nebraska","1991",1595919,6265.98
"Nebraska","1992",1611687,6204.68
"Nebraska","1993",1625590,6151.61
"Nebraska","1994",1639041,6101.13
"Nebraska","1995",1656992,6035.03
"Nebraska","1996",1673740,5974.64
"Nebraska","1997",1686418,5929.73
"Nebraska","1998",1695816,5896.87
"Nebraska","1999",1704764,5865.91
"Nebraska","2000",1713820,5834.92
"Nebraska","2001",1719836,5814.51
"Nebraska","2002",1728292,5786.06
"Nebraska","2003",1738643,5751.61
"Nebraska","2004",1749370,5716.34
"Nebraska","2005",1761497,5676.99
"Nebraska","2006",1772693,5641.13
"Nebraska","2007",1783440,5607.14
"Nebraska","2008",1796378,5566.76
"Nebraska","2009",1812683,5516.68
"Nevada","1991",1296171,7715.03
"Nevada","1992",1351367,7399.91
"Nevada","1993",1411215,7086.09
"Nevada","1994",1499298,6669.79
"Nevada","1995",1581578,6322.8
"Nevada","1996",1666320,6001.25
"Nevada","1997",1764104,5668.6
"Nevada","1998",1853191,5396.1
"Nevada","1999",1934718,5168.71
"Nevada","2000",2018741,4953.58
"Nevada","2001",2098399,4765.54
"Nevada","2002",2173791,4600.26
"Nevada","2003",2248850,4446.72
"Nevada","2004",2346222,4262.17
"Nevada","2005",2432143,4111.6
"Nevada","2006",2522658,3964.07
"Nevada","2007",2601072,3844.57
"Nevada","2008",2653630,3768.42
"Nevada","2009",2684665,3724.86
"New Hampshire","1991",1109929,9009.59
"New Hampshire","1992",1117784,8946.27
"New Hampshire","1993",1129458,8853.8
"New Hampshire","1994",1142560,8752.28
"New Hampshire","1995",1157561,8638.85
"New Hampshire","1996",1174719,8512.67
"New Hampshire","1997",1189425,8407.42
"New Hampshire","1998",1205940,8292.29
"New Hampshire","1999",1222014,8183.21
"New Hampshire","2000",1239882,8065.28
"New Hampshire","2001",1255517,7964.85
"New Hampshire","2002",1269089,7879.67
"New Hampshire","2003",1279840,7813.48
"New Hampshire","2004",1290121,7751.21
"New Hampshire","2005",1298492,7701.24
"New Hampshire","2006",1308389,7642.99
"New Hampshire","2007",1312540,7618.82
"New Hampshire","2008",1315906,7599.33
"New Hampshire","2009",1316102,7598.2
"New Jersey","1991",7814676,1279.64
"New Jersey","1992",7880508,1268.95
"New Jersey","1993",7948915,1258.03
"New Jersey","1994",8014306,1247.77
"New Jersey","1995",8083242,1237.13
"New Jersey","1996",8149596,1227.05
"New Jersey","1997",8218808,1216.72
"New Jersey","1998",8287418,1206.65
"New Jersey","1999",8359592,1196.23
"New Jersey","2000",8430621,1186.15
"New Jersey","2001",8492671,1177.49
"New Jersey","2002",8552643,1169.23
"New Jersey","2003",8601402,1162.6
"New Jersey","2004",8634561,1158.14
"New Jersey","2005",8651974,1155.81
"New Jersey","2006",8661679,1154.51
"New Jersey","2007",8677885,1152.35
"New Jersey","2008",8711090,1147.96
"New Jersey","2009",8755602,1142.13
"New Mexico","1991",1555305,6429.61
"New Mexico","1992",1595442,6267.86
"New Mexico","1993",1636453,6110.78
"New Mexico","1994",1682398,5943.9
"New Mexico","1995",1720394,5812.62
"New Mexico","1996",1752326,5706.7
"New Mexico","1997",1774839,5634.31
"New Mexico","1998",1793484,5575.74
"New Mexico","1999",1808082,5530.72
"New Mexico","2000",1821204,5490.87
"New Mexico","2001",1831690,5459.44
"New Mexico","2002",1855309,5389.94
"New Mexico","2003",1877574,5326.02
"New Mexico","2004",1903808,5252.63
"New Mexico","2005",1932274,5175.25
"New Mexico","2006",1962137,5096.48
"New Mexico","2007",1990070,5024.95
"New Mexico","2008",2010662,4973.49
"New Mexico","2009",2036802,4909.66
"New York","1991",18122510,551.8
"New York","1992",18246653,548.05
"New York","1993",18374954,544.22
"New York","1994",18459470,541.73
"New York","1995",18524104,539.84
"New York","1996",18588460,537.97
"New York","1997",18656546,536
"New York","1998",18755906,533.17
"New York","1999",18882725,529.58
"New York","2000",19001780,526.27
"New York","2001",19082838,524.03
"New York","2002",19137800,522.53
"New York","2003",19175939,521.49
"New York","2004",19171567,521.61
"New York","2005",19132610,522.67
"New York","2006",19104631,523.43
"New York","2007",19132335,522.68
"New York","2008",19212436,520.5
"New York","2009",19307066,517.95
"North Carolina","1991",6784280,1474
"North Carolina","1992",6897214,1449.86
"North Carolina","1993",7042818,1419.89
"North Carolina","1994",7187398,1391.32
"North Carolina","1995",7344674,1361.53
"North Carolina","1996",7500670,1333.21
"North Carolina","1997",7656825,1306.02
"North Carolina","1998",7809121,1280.55
"North Carolina","1999",7949361,1257.96
"North Carolina","2000",8081614,1237.38
"North Carolina","2001",8210122,1218.01
"North Carolina","2002",8326201,1201.03
"North Carolina","2003",8422501,1187.3
"North Carolina","2004",8553152,1169.16
"North Carolina","2005",8705407,1148.71
"North Carolina","2006",8917270,1121.42
"North Carolina","2007",9118037,1096.73
"North Carolina","2008",9309449,1074.18
"North Carolina","2009",9449566,1058.25
"North Dakota","1991",635753,15729.38
"North Dakota","1992",638223,15668.5
"North Dakota","1993",641216,15595.37
"North Dakota","1994",644804,15508.59
"North Dakota","1995",647832,15436.1
"North Dakota","1996",650382,15375.58
